File: PPVCRevitAddin\annotation_whitelist.csv
````````
ppvc_name,view_name,element_id,annotation_type
PPVC 06_Typ,Elevation C,11720785,Dimension
PPVC 06_Typ,Elevation C,11727047,Dimension
PPVC 06_Typ,Elevation C,11773225,Dimension
PPVC 06_Typ,Elevation C,11775424,Dimension
PPVC 06_Typ,Elevation C,11775486,Dimension
PPVC 06_Typ,Elevation C,11775498,Dimension
PPVC 06_Typ,Elevation C,11775747,Dimension
PPVC 06_Typ,Elevation C,11776181,Dimension
PPVC 06_Typ,Elevation C,11815728,Dimension
PPVC 06_Typ,Elevation C,11815740,Dimension
PPVC 06_Typ,Elevation C,11822314,Dimension
PPVC 06_Typ,Elevation C,11842996,Dimension
PPVC 06_Typ,Elevation C,11509645,TextNote
PPVC 06_Typ,Elevation C,11531680,TextNote
PPVC 06_Typ,Elevation C,11609111,TextNote
PPVC 06_Typ,Elevation C,11775644,TextNote
PPVC 06_Typ,Elevation C,11787175,TextNote
PPVC 06_Typ,Elevation C,11822312,TextNote
PPVC 06_Typ,Elevation C,11822597,TextNote
PPVC 06_Typ,Elevation D,11533538,Dimension
PPVC 06_Typ,Elevation D,11533562,Dimension
PPVC 06_Typ,Elevation D,11534083,Dimension
PPVC 06_Typ,Elevation D,11534848,Dimension
PPVC 06_Typ,Elevation D,11629160,Dimension
PPVC 06_Typ,Elevation D,11684582,Dimension
PPVC 06_Typ,Elevation D,11684635,Dimension
PPVC 06_Typ,Elevation D,11686905,Dimension
PPVC 06_Typ,Elevation D,11724494,Dimension
